20250203 193600;6016.83;6016.83;6014.33;6014.45;0
20250203 193700;6014.46;6015.46;6013.99;6014.28;0
20250203 193800;6014.2;6015.24;6012.88;6013.08;0
20250203 193900;6013.09;6014.54;6012.59;6014.54;0
20250203 194000;6014.66;6014.76;6013.91;6014.49;0
20250203 194100;6014.46;6015.04;6013.02;6015.04;0
20250203 194200;6015.38;6018.68;6015.38;6018.37;0
20250203 194300;6018.34;6018.34;6017.48;6017.84;0
20250203 194400;6017.83;6018.23;6017.41;6018.08;0
20250203 194500;6018.12;6018.71;6017.91;6018.25;0
20250203 194600;6018.22;6021.29;6017.92;6020.91;0
20250203 194700;6020.82;6020.82;6019.5;6019.88;0
20250203 194800;6019.91;6020.07;6018.88;6019.6;0
20250203 194900;6019.81;6022.13;6019.81;6021.8;0
20250203 195000;6021.95;6022.03;6020.94;6020.95;0
20250203 195100;6020.96;6021.62;6020.45;6021.19;0
20250203 195200;6021.2;6021.54;6020.65;6021.28;0
20250203 195300;6021.34;6021.41;6020.63;6020.81;0
20250203 195400;6020.73;6020.76;6019.32;6019.94;0
20250203 195500;6019.87;6020.35;6018.9;6018.9;0
20250203 195600;6018.85;6019.53;6018.48;6019.43;0
20250203 195700;6019.51;6019.61;6017.57;6017.82;0
20250203 195800;6017.83;6017.84;6015.39;6015.39;0
20250203 195900;6015.32;6015.84;6014.07;6014.07;0
20250203 200000;6014.19;6016.33;6013.98;6016.33;0
20250203 200100;6016.39;6017.1;6013.94;6016.21;0
20250203 200200;6016.32;6017.42;6015.49;6017.42;0
20250203 200300;6017.5;6017.8;6016.45;6016.79;0
20250203 200400;6016.91;6018.26;6016.05;6018.26;0
20250203 200500;6018.11;6019.74;6018.03;6018.98;0
20250203 200600;6018.88;6018.88;6016.02;6016.02;0
20250203 200700;6016.07;6016.22;6012.88;6012.93;0
20250203 200800;6012.84;6013.76;6012.34;6013.12;0
20250203 200900;6013.01;6013.5;6012.51;6012.63;0
20250203 201000;6012.61;6014.06;6012.26;6013.15;0
20250203 201100;6013.13;6013.3;6010.92;6012.65;0
20250203 201200;6012.7;6013.64;6010.01;6010.03;0
20250203 201300;6009.91;6011.81;6009.58;6010.98;0
20250203 201400;6010.88;6011.01;6010.17;6010.27;0
20250203 201500;6010.22;6010.59;6009.48;6009.89;0
20250203 201600;6009.89;6010.94;6008.46;6010.62;0
20250203 201700;6010.67;6011.5;6010.37;6011.25;0
20250203 201800;6011.36;6013.19;6010.9;6012.94;0
20250203 201900;6013.06;6013.71;6012.31;6013.51;0
20250203 202000;6013.58;6013.96;6013.27;6013.95;0
20250203 202100;6013.93;6015.41;6013.6;6014.62;0
20250203 202200;6014.28;6014.38;6013.39;6013.78;0
20250203 202300;6013.79;6014.1;6011.61;6012.31;0
20250203 202400;6012.26;6013.42;6011.5;6013.31;0
20250203 202500;6013.38;6013.73;6012.78;6013.22;0
20250203 202600;6013.14;6013.14;6010.39;6010.61;0
20250203 202700;6010.52;6010.52;6008.12;6008.12;0
20250203 202800;6008.08;6009.01;6006.96;6006.98;0
20250203 202900;6006.94;6008.17;6006.41;6007.81;0
20250203 203000;6007.75;6007.75;6003.73;6004.38;0
20250203 203100;6004.41;6005.06;6002.84;6003.09;0
20250203 203200;6003.09;6003.89;6001.08;6001.51;0
